Month,Day,Hour,Temp,RH,Solar,Wind,Week,Holiday,Semester,PreElec,Elec
1,1,1,6.087025812,83.6923,0,2.071851584,1,1,0,20.87,24.87
1,1,2,5.583257736,83.0189,0,1.864067392,1,1,0,24.87,26.13
1,1,3,5.352994872,83.9231,0,2.01168,1,1,0,26.13,27.25
1,1,4,5.257898376,83.9808,0,1.831165248,1,1,0,27.25,28.25
1,1,5,5.181758952,84.1509,0,1.4338808,1,1,0,28.25,26.25
1,1,6,5.047242636,84.549,0,1.58654496,1,1,0,26.25,27.88
1,1,7,4.590111624,84.75,1.3462,1.779576832,1,1,0,27.88,23.87
1,1,8,4.327390608,84.1509,32.4717,1.897818912,1,1,0,23.87,21.12
1,1,9,4.773804096,82.0196,130.8235,1.428784544,1,1,0,21.12,23.62
1,1,10,6.139924488,75.8824,288.7647,1.849538592,1,1,0,23.62,20.75
1,1,11,7.229089392,70.5849,137.6981,1.653198624,1,1,0,20.75,17.25
1,1,12,7.196086752,71.5962,126.0577,1.530262624,1,1,0,17.25,18.25
1,1,13,7.378995828,70.8679,143.3396,1.6953992,1,1,0,18.25,17.87
1,1,14,7.446106752,68.9615,104.2308,2.21798896,1,1,0,17.87,18.13
1,1,15,7.307712348,69.9811,116.3585,2.243649056,1,1,0,18.13,20.12
1,1,16,7.242351564,67.4444,66.1481,2.541511808,1,1,0,20.12,21.12
1,1,17,6.959678952,66,10.3774,1.956872896,1,1,0,21.12,19.75
1,1,18,6.553985388,63.4528,0,2.336409856,1,1,0,19.75,19
1,1,19,6.054951024,62.5294,0,2.182628096,1,1,0,19,20.63
1,1,20,5.681798952,61.3208,0,2.226750944,1,1,0,20.63,20.12
1,1,21,5.23836348,61.9811,0,1.864067392,1,1,0,20.12,23.12
1,1,22,4.83585906,62.9423,0,1.80537104,1,1,0,23.12,25.62
1,1,23,4.4448,64.7925,0,1.577291232,1,1,0,25.62,23.75
1,2,0,3.943693248,68.5385,0,1.590434208,0,0,0,23.75,22.5
1,2,1,3.705746436,67.283,0,1.6953992,0,0,0,22.5,23.87
1,2,2,3.351423648,65.9245,0,1.939974784,0,0,0,23.87,27.5
1,2,3,2.809591416,68.4118,0,1.533973056,0,0,0,27.5,31.5
1,2,4,2.640733464,68.5294,0,1.779398016,0,0,0,31.5,31.25
1,2,5,2.560999308,69.1887,0,2.083385216,0,0,0,31.25,30.38
1,2,6,2.304167652,71.8679,0,1.4338808,0,0,0,30.38,31.75
1,2,7,2.02007826,73.3396,1.7925,1.391724928,0,0,0,31.75,27.37
1,2,8,2.038624188,73.1538,62.9615,1.478674208,0,0,0,27.37,24.87
1,2,9,2.657262564,69.9615,135.7692,1.753782624,0,0,0,24.87,26.5
1,2,10,3.640752348,65.9434,264.0566,1.349569056,0,0,0,26.5,24
1,2,11,5.08740696,57.434,397.4151,1.509832896,0,0,0,24,23.75
1,2,12,6.341318376,47.9423,392.2308,1.977302624,0,0,0,23.75,19.25
1,2,13,6.968062956,45.3585,293,1.703803552,0,0,0,19.25,16.5
1,2,14,7.276265388,46.8679,193.6038,1.6953992,0,0,0,16.5,18
1,2,15,7.606375128,46.6346,203.25,1.573223168,0,0,0,18,16.87
1,2,16,7.71108906,47.3462,86.7692,1.444296832,0,0,0,16.87,24
1,2,17,7.239895812,51.9231,13.3462,1.13481104,0,0,0,24,25.88
1,2,18,6.731305128,56.2115,0,0.919874208,0,0,0,25.88,28
1,2,19,6.295709172,58.4902,0,0.6135624,0,0,0,28,28.75
1,2,20,5.7237912,60.58,0,0.7957312,0,0,0,28.75,29.12
1,2,21,5.104319424,63.7593,0,1.018267712,0,0,0,29.12,29.12
1,2,22,4.645432716,65.6296,0,0.695415424,0,0,0,29.12,32.5
1,2,23,4.306966752,66.9808,0,0.636182624,0,0,0,32.5,31.75
1,3,0,3.94262094,66.6346,0,0.851074752,0,0,0,31.75,30.75
1,3,1,3.2987361,68.2353,0,0.955458592,0,0,0,30.75,33.75
1,3,2,2.975665812,68.7885,0,1.298114752,0,0,0,33.75,31.13
1,3,3,2.347682244,71.4314,0,1.5076424,0,0,0,31.13,34.88
1,3,4,2.01191094,72.6154,0,1.43566896,0,0,0,34.88,32.88
1,3,5,2.146432812,72.5306,0,1.368478848,0,0,0,32.88,33.25
1,3,6,2.355532872,72.2075,0,1.366422464,0,0,0,33.25,31.87
1,3,7,2.855572872,69.434,0.9434,1.189305216,0,0,0,31.87,33.5
1,3,8,2.908671564,69.7963,39,1.32457952,0,0,0,33.5,34.88
1,3,9,3.825094872,63.9038,134.8269,1.143394208,0,0,0,34.88,31.5
1,3,10,5.0999913,57.6038,214.6415,1.779710944,0,0,0,31.5,31.25
1,3,11,6.607284096,50.2941,301.3922,2.953950912,0,0,0,31.25,27.75
1,3,12,8.045304684,45.3137,360.7647,2.305340576,0,0,0,27.75,23.5
1,3,13,9.7185552,41.14,627.22,2.2352,0,0,0,23.5,21.37
1,3,14,10.47820486,38.5556,453.5185,2.707095424,0,0,0,21.37,17.87
1,3,15,10.98805675,36.2885,289.0962,2.321165792,0,0,0,17.87,18.37
1,3,16,10.30210744,38.9038,91.3077,1.891336832,0,0,0,18.37,19.13
1,3,17,9.453745128,43.6923,11.6346,1.160605248,0,0,0,19.13,19.88
1,3,18,8.543661216,48.4717,0,0.8013192,0,0,0,19.88,26
1,3,19,7.650506436,54.3396,0,1.08809536,0,0,0,26,24.75
1,3,20,7.256752716,57.8333,0,1.158995904,0,0,0,24.75,26.37
1,3,21,6.59638878,60.7843,0,1.025554464,0,0,0,26.37,27.37
1,3,22,5.96903304,63.2264,0,1.442329856,0,0,0,27.37,28.5
1,3,23,5.885087436,62.6346,0,1.315325792,0,0,0,28.5,30.5
1,4,0,5.628333564,61.0755,0,1.37487152,1,0,0,30.5,29.75
1,4,1,5.602125912,59.6604,0,1.53513536,1,0,0,29.75,30.75
1,4,2,5.079467436,61.0769,0,1.874125792,1,0,0,30.75,28.37
1,4,3,4.441533072,64.2353,0,2.0686776,1,0,0,28.37,31.75
1,4,4,3.772840692,67.6981,0,1.670052032,1,0,0,31.75,31.38
1,4,5,3.004512564,71.7692,0,2.381337376,1,0,0,31.38,30.75
1,4,6,2.201431656,75.1321,0,2.471371232,1,0,0,30.75,32.62
1,4,7,1.348396752,76.0385,2.8077,2.020263168,1,0,0,32.62,36
1,4,8,1.001130084,74.6038,22.7358,2.370161376,1,0,0,36,35.25
1,4,9,1.66466094,69.5962,187.75,3.008936832,1,0,0,35.25,33.75
1,4,10,2.8468944,62.54,471.9,3.2097472,1,0,0,33.75,31
1,4,11,4.086749136,54.8519,575.2593,3.80811024,1,0,0,31,26.37
1,4,12,5.026607652,51.2453,618.3396,4.133018912,1,0,0,26.37,27.5
1,4,13,6.03039906,47.5192,598.2692,3.155074208,1,0,0,27.5,24.5
1,4,14,6.03109356,44.7551,515.6327,3.539841536,1,0,0,24.5,28.25
1,4,15,5.707723248,45.7308,373.4615,3.051897376,1,0,0,28.25,29.87
1,4,16,5.182514568,47.3889,169.4074,3.700507712,1,0,0,29.87,35.5
1,4,17,4.336946928,49.0196,14.2353,3.067901408,1,0,0,35.5,35.75
1,4,18,3.348278952,49.1698,0,3.103977536,1,0,0,35.75,40
1,4,19,2.396419476,49.7736,0,2.538829568,1,0,0,40,37
1,4,20,1.688812872,49.1132,0,2.277355872,1,0,0,37,32
1,4,21,1.123778784,50.3774,0,1.923121376,1,0,0,32,27.63
1,4,22,0.626594568,52.1667,0,1.382515904,1,0,0,27.63,30.5
1,4,23,0.385653072,54.0588,0,1.560259008,1,0,0,30.5,31.38
1,5,0,0.393192564,55.2885,0,1.642022624,1,0,0,31.38,27.37
1,5,1,0.31763652,55.434,0,2.741293984,1,0,0,27.37,34.25
1,5,2,-0.098296752,55.6346,0,2.58769104,1,0,0,34.25,37
1,5,3,-0.327804,54.64,0,2.1189696,1,0,0,37,32.25
1,5,4,-0.56540634,54.2157,0,2.568289504,1,0,0,32.25,34.63
1,5,5,-0.894304872,54.9808,0,3.412971584,1,0,0,34.63,32.13
1,5,6,-1.231754088,56.4717,0,3.365451232,1,0,0,32.13,34.75
1,5,7,-1.351263648,56.9623,2.434,2.800347968,1,0,0,34.75,33
1,5,8,-1.19556786,56.2407,18.3704,3.187216384,1,0,0,33,34.37
1,5,9,-0.087612564,49.3846,189.9615,4.221085792,1,0,0,34.37,30
1,5,10,1.249577736,42.8679,476.4528,4.63066384,1,0,0,30,28.25
1,5,11,2.396708388,36.9608,584.098,4.242499008,1,0,0,28.25,29.63
1,5,12,3.466088376,34.4038,626.6346,3.03473104,1,0,0,29.63,32.25
1,5,13,4.338919308,31.1321,604.6604,3.871545216,1,0,0,32.25,31
1,5,14,5.035658376,29.0385,522,4.057737376,1,0,0,31,28.5
1,5,15,5.422444872,28.3077,384.9615,4.031943168,1,0,0,28.5,29.5
1,5,16,5.513018784,29.0943,179.283,3.365451232,1,0,0,29.5,41.63
1,5,17,5.15135652,30.9245,16.8302,2.84250384,1,0,0,41.63,38
1,5,18,4.434115812,32.7115,0,3.378594208,1,0,0,38,36.87
1,5,19,3.628173564,35.5849,0,3.112426592,1,0,0,36.87,35.63
1,5,20,2.88912,37.8113,0,3.643778336,1,0,0,35.63,36.38
1,5,21,2.246063004,39.5926,0,2.856093856,1,0,0,36.38,31.38
1,5,22,1.672039308,41.5094,0,3.00276768,1,0,0,31.38,29.25
1,5,23,1.065257436,43.7885,0,3.498937376,1,0,0,29.25,31.25
1,6,0,0.588524856,45.4074,0,3.493528192,1,0,0,31.25,31.25
1,6,1,0.001050084,48.2453,0,3.525715072,1,0,0,31.25,32
1,6,2,-0.436095996,50.4151,0,3.728134784,1,0,0,32,33
1,6,3,-0.88896,53.4231,0,3.266834208,1,0,0,33,33.25
1,6,4,-1.196112348,52.6981,0,3.16303152,1,0,0,33.25,35
1,6,5,-1.592371824,52.9245,0,3.331699712,1,0,0,35,36.5
1,6,6,-1.948872564,54,0,2.845588416,1,0,0,36.5,36.12
1,6,7,-2.236806708,53.9074,2.5741,2.947155904,1,0,0,36.12,34.37
1,6,8,-2.08136094,47.8077,36.6731,4.307051584,1,0,0,34.37,35.38
1,6,9,-0.780984696,39.5094,198.6604,4.748727104,1,0,0,35.38,30.12
1,6,10,0.700267128,35.7736,472.8491,4.495702464,1,0,0,30.12,34
1,6,11,2.352038148,32.5741,490.537,3.55977952,1,0,0,34,33.63
1,6,12,4.105150608,30.717,575.3019,2.437619712,1,0,0,33.63,34.37
1,6,13,5.517535812,31,531.5,2.656445792,1,0,0,34.37,28.5
1,6,14,6.480968436,32.4444,354.5,2.624303616,1,0,0,28.5,21.5
1,6,15,6.58488786,33.6852,234.0926,3.12100976,1,0,0,21.5,23.62
1,6,16,6.378715812,35.8654,121.0962,2.897176832,1,0,0,23.62,26.5
1,6,17,6.116944872,36.75,31.7885,3.103485792,1,0,0,26.5,26.62
1,6,18,5.388231024,37.1373,0,2.892617024,1,0,0,26.62,28.87
1,6,19,5.041003248,39.1923,0,2.596274208,1,0,0,28.87,26.88
1,6,20,4.967064,41.08,0,2.3514304,1,0,0,26.88,28.63
1,6,21,5.145472716,42.2222,0,2.756761568,1,0,0,28.63,26
1,6,22,5.306485596,44.9273,0,3.10491632,1,0,0,26,26.37
1,6,23,5.426717436,47.1923,0,2.44150896,1,0,0,26.37,27.12
1,7,0,5.428539804,49.8824,0,2.542003552,1,0,0,27.12,26.25
1,7,1,5.396659476,53,0,2.673790944,1,0,0,26.25,26
1,7,2,5.402454384,55.7818,0,2.560332192,1,0,0,26,26.13
1,7,3,5.383764,58.46,0,3.263392,1,0,0,26.13,28.87
1,7,4,5.315597436,60,0,3.301211584,1,0,0,28.87,27.37
1,7,5,5.395381596,61.6,0,3.982724064,1,0,0,27.37,27.12
1,7,6,5.320131132,64.1321,0,3.73658384,1,0,0,27.12,25
1,7,7,5.27400522,66.4151,1.9811,3.458212032,1,0,0,25,27.37
1,7,8,5.383030608,67.9057,29.9623,2.344858912,1,0,0,27.37,26.62
1,7,9,6.184255812,66.5192,144.8077,2.871382624,1,0,0,26.62,25.62
1,7,10,8.246387436,63.8846,451.9231,2.794,1,0,0,25.62,17.87
1,7,11,10.33310992,61.3019,383,2.26895152,1,0,0,17.87,19.75
1,7,12,12.14143235,62.6415,392.4906,2.791898912,1,0,0,19.75,18.88
1,7,13,13.31028696,63.4906,375.9057,3.09552848,1,0,0,18.88,19.88
1,7,14,14.31456174,63.4906,349.5472,3.053372608,1,0,0,19.88,18
1,7,15,14.6850136,63.7455,217.1455,3.42186768,1,0,0,18,18.5
1,7,16,14.64163235,64.3396,77.4151,3.103977536,1,0,0,18.5,18.5
1,7,17,14.3422584,66.26,14.28,3.0130496,1,0,0,18.5,18.88
1,7,18,13.87868243,66.5556,0,2.955426144,1,0,0,18.88,17.75
1,7,19,13.59264844,66.1111,0,2.89748976,1,0,0,17.75,17
1,7,20,13.24724858,66.9608,0,3.33089504,1,0,0,17,19.37
1,7,21,13.07203457,67.7037,0,3.203801568,1,0,0,19.37,19.13
1,7,22,12.93693487,68.3846,0,3.215245792,1,0,0,19.13,22.12
1,7,23,12.67590844,70.0926,0,3.038217952,1,0,0,22.12,17.75
1,8,0,12.07468256,74.8462,0,2.639234752,1,0,0,17.75,16.62
1,8,1,11.11093325,81.9423,0,2.871382624,1,0,0,16.62,17.87
1,8,2,10.6030704,85.2,0,2.7001216,1,0,0,17.87,21.75
1,8,3,9.965541624,88.9231,0,2.36417104,1,0,0,21.75,22.75
1,8,4,9.3796392,92.02,0,3.9250112,1,0,0,22.75,24.87
1,8,5,9.074103648,93.0377,0,3.745032896,1,0,0,24.87,24
1,8,6,9.035311656,92.1132,0,4.166770432,1,0,0,24,22.75
1,8,7,9.051040692,91.8868,0,4.099267392,1,0,0,22.75,26
1,8,8,9.088332564,91.8077,20.3269,3.086274752,1,0,0,26,28.25
1,8,9,9.25176786,91.8889,55.5556,2.707095424,1,0,0,28.25,31.38
1,8,10,9.3689439,92.2941,78.3529,2.778666528,1,0,0,31.38,32.88
1,8,11,9.6807744,93.86,146.92,2.056384,1,0,0,32.88,29.63
1,8,12,9.90540348,93,115.3396,2.344858912,1,0,0,29.63,29.63
1,8,13,10.36770713,92.4717,115.566,1.923121376,1,0,0,29.63,28.25
1,8,14,10.61090992,92.1509,105.3962,1.636345216,1,0,0,28.25,22.87
1,8,15,10.8342,91.8545,62.6545,1.877568,1,0,0,22.87,23.25
1,8,16,10.83954487,92,32.9231,2.321165792,1,0,0,23.25,22.12
1,8,17,10.84809,92.0192,5.3269,2.407131584,1,0,0,22.12,21.87
1,8,18,10.77761214,92.3148,0,2.210344576,1,0,0,21.87,24.62
1,8,19,10.45785878,93.7925,0,2.353307968,1,0,0,24.62,27.63
1,8,20,10.33939931,94,0,2.243649056,1,0,0,27.63,29.25
1,8,21,10.25239235,94.7358,0,2.319556448,1,0,0,29.25,27.37
1,8,22,10.09545757,94.1111,0,2.558052288,1,0,0,27.37,27.37
1,8,23,9.86403906,94.0385,0,2.897176832,1,0,0,27.37,27.25
1,9,0,9.80428428,94.2778,0,2.44217952,0,0,0,27.25,25.5
1,9,1,9.608674188,94.9038,0,2.897176832,0,0,0,25.5,28.37
1,9,2,9.370405128,95.5962,0,2.708034208,0,0,0,28.37,26.62
1,9,3,9.310111416,95.5686,0,2.612099424,0,0,0,26.62,29.12
1,9,4,9.15351,96,0,3.086274752,0,0,0,29.12,29.63
1,9,5,9.063758376,95.5769,0,2.957348416,0,0,0,29.63,29.5
1,9,6,9.045795828,94.6792,0,2.311107392,0,0,0,29.5,28.37
1,9,7,8.829923004,95.3333,0.1852,3.311404096,0,0,0,28.37,31.13
1,9,8,8.703685128,95.3846,18.8654,3.249623168,0,0,0,31.13,28.37
1,9,9,8.863392348,94.7547,58.6792,3.314846304,0,0,0,28.37,29.38
1,9,10,9.396051624,92.9615,106.7692,2.759622624,0,0,0,29.38,29.12
1,9,11,9.90959826,90.0755,223.717,3.196738336,0,0,0,29.12,28
1,9,12,9.991538148,90.4074,185.7222,3.58459024,0,0,0,28,24.25
1,9,13,10.20102713,89.3019,128.2264,2.901557824,0,0,0,24.25,22
1,9,14,10.32133675,88.6154,70.8077,2.175028416,0,0,0,22,23.62
1,9,15,10.37737457,89.8519,76.9815,3.087884096,0,0,0,23.62,26.5
1,9,16,10.5532553,89.6415,55.1321,4.4704,0,0,0,26.5,24.75
1,9,17,10.53352039,89.902,13.6667,3.970788096,0,0,0,24.75,22.87
1,9,18,10.21360591,91.6792,0,2.994318624,0,0,0,22.87,27
1,9,19,9.776465388,94.283,0,4.02336,0,0,0,27,27.75
1,9,20,9.718644096,94.8235,0,3.287040416,0,0,0,27.75,25
1,9,21,9.769125912,95.1509,0,2.884659712,0,0,0,25,28.75
1,9,22,9.896752788,96,0,1.259848128,0,0,0,28.75,27.5
1,9,23,10.08577346,96.1176,0,0.411992064,0,0,0,27.5,28.25
1,10,0,10.51366325,95.3462,0,0.919874208,0,0,1,28.25,27.5
1,10,1,10.44100744,95.7885,0,1.667816832,0,0,1,27.5,26.5
1,10,2,10.18497029,94.963,0,1.821285664,0,0,1,26.5,28.63
1,10,3,9.623864292,90.6078,0,3.138041984,0,0,1,28.63,23.87
1,10,4,8.458193268,88.3725,0,3.663984544,0,0,1,23.87,23.87
1,10,5,7.92935652,83.7547,0,3.939003552,0,0,1,23.87,26.88
1,10,6,7.559304696,81.5472,0,3.390753696,0,0,1,26.88,25.88
1,10,7,6.579587436,82.8846,0.5769,3.051897376,0,0,1,25.88,27.63
1,10,8,5.190743004,81.8889,28.1667,3.725318432,0,0,1,27.63,29.87
1,10,9,4.050640692,81.4906,93.2075,2.901557824,0,0,1,29.87,26.62
1,10,10,4.019554872,80.4615,179.1154,2.871382624,0,0,1,26.62,23.5
1,10,11,4.033444872,80.3462,150.25,2.957348416,0,0,1,23.5,24.75
1,10,12,4.31765094,78.0577,218.4423,3.490354208,0,0,1,24.75,25.62
1,10,13,3.997114188,79.0962,117.9038,3.180868416,0,0,1,25.62,25
1,10,14,3.866137044,76.7358,123.5472,2.800347968,0,0,1,25,25.37
1,10,15,3.84753,75.2692,72.4423,2.708034208,0,0,1,25.37,24.75
1,10,16,3.5998713,74,30.1132,3.0365192,0,0,1,24.75,25.37
1,10,17,3.263361048,75.4151,7.5849,2.985869568,0,0,1,25.37,26.62
1,10,18,2.763043248,74.9615,0,2.725245248,0,0,1,26.62,28.37
1,10,19,2.426477436,73.6154,0,2.88854896,0,0,1,28.37,26.25
1,10,20,1.94040522,71.7358,0,2.3279608,0,0,1,26.25,28.12
1,10,21,1.088764872,70.5769,0,1.736571584,0,0,1,28.12,28
1,10,22,0.315536352,73.2075,0,1.400173984,0,0,1,28,30.87
1,10,23,-0.462303648,75.3208,0,1.779710944,0,0,1,30.87,31.62
1,11,0,-1.052495304,73.8868,0,2.091789568,1,0,1,31.62,30.75
1,11,1,-1.63799214,73.6111,0,2.293136384,1,0,1,30.75,33
1,11,2,-2.32176906,73.0385,0,2.200822624,1,0,1,33,34.88
1,11,3,-2.823075828,72.9623,0,1.189305216,1,0,1,34.88,34
1,11,4,-3.44677572,73.2407,0,1.539784576,1,0,1,34,35.25
1,11,5,-4.005559308,71,0,1.729106016,1,0,1,35.25,36.5
1,11,6,-4.409819424,68.4074,0,1.233517472,1,0,1,36.5,37.62
1,11,7,-4.70268174,71.8491,6.6038,0.92783152,1,0,1,37.62,38.62
1,11,8,-4.589044872,71.1538,41.0385,1.126183168,1,0,1,38.62,39.13
1,11,9,-3.951171624,70.6538,157.4615,1.54742896,1,0,1,39.13,37.62
1,11,10,-2.05785906,60,437.1731,1.556056832,1,0,1,37.62,36.75
1,11,11,0.135694188,50.5,606.4231,1.599017376,1,0,1,36.75,30.5
1,11,12,2.110213248,38.2885,647.5,1.513051584,1,0,1,30.5,31.5
1,11,13,3.735098784,29.8302,621.6038,1.560437824,1,0,1,31.5,31.25
1,11,14,4.961935812,25.5,539.7308,2.080434752,1,0,1,31.25,23.87
1,11,15,5.58164094,22.8077,404.8462,1.684983168,1,0,1,23.87,21
1,11,16,5.573823648,22.4151,192.4717,1.644749568,1,0,1,21,25.37
1,11,17,5.100835812,23.8077,34.1154,1.237943168,1,0,1,25.37,31.38
1,11,18,4.150226436,28.9623,0,0.716962752,1,0,1,31.38,38.25
1,11,19,3.299008344,34.0566,0,0.657908768,1,0,1,38.25,31
1,11,20,2.677364172,37.9623,0,0.19401536,1,0,1,31,28.25
1,11,21,2.367067128,40.3019,0,0.185566304,1,0,1,28.25,28
1,11,22,1.16462094,48.9615,0,0.997256832,1,0,1,28,29.87
1,11,23,0.66569214,47.9444,0,1.13414048,1,0,1,29.87,30.62
1,12,0,0.903366708,44.6667,0,1.13414048,1,0,1,30.62,29.75
1,12,1,0.407082564,47.3077,0,0.868285792,1,0,1,29.75,31.5
1,12,2,-0.290378784,54.2264,0,1.062792896,1,0,1,31.5,31.75
1,12,3,-0.503184696,53.5283,0,1.46763232,1,0,1,31.75,34.25
1,12,4,0.15095652,46.7358,0,1.999028768,1,0,1,34.25,30.75
1,12,5,-0.038786436,50.0755,0,2.311107392,1,0,1,30.75,33.25
1,12,6,-0.489750288,54.0926,0,1.250057952,1,0,1,33.25,31
1,12,7,-0.778890084,57.0189,2.7925,1.75440848,1,0,1,31,31.5
1,12,8,-0.22010094,56.3077,21.5577,2.34696,1,0,1,31.5,35.5
1,12,9,1.599922428,51.2407,216.7593,2.980281568,1,0,1,35.5,33.5
1,12,10,4.457378784,45.1509,458.3774,4.02336,1,0,1,33.5,28.12
1,12,11,6.671472564,40.7115,571.9615,3.92881104,1,0,1,28.12,22.63
1,12,12,8.503824696,38.9623,621.3396,5.060850432,1,0,1,22.63,20.37
1,12,13,9.875001048,36.6226,603.3585,4.284833696,1,0,1,20.37,21.63
1,12,14,10.73269744,34.9808,522.8654,5.201131584,1,0,1,21.63,22
1,12,15,11.21564162,34.3269,386.1538,4.37585104,1,0,1,22,20.75
1,12,16,11.23569878,35.0943,191.717,4.352292032,1,0,1,20.75,17.38
1,12,17,10.49664522,37.9434,22.6792,3.618475872,1,0,1,17.38,23.62
1,12,18,9.319673292,42.5185,0,2.036535424,1,0,1,23.62,32.62
1,12,19,8.410528344,46.3585,0,2.564132032,1,0,1,32.62,33.5
1,12,20,7.717600692,49.566,0,2.167741664,1,0,1,33.5,32.5
1,12,21,7.004676996,52.7222,0,2.409053856,1,0,1,32.5,31
1,12,22,6.485841048,54.8679,0,2.100238624,1,0,1,31,28.5
1,12,23,5.945970084,57.7736,0,1.8809208,1,0,1,28.5,26
1,13,0,5.145067128,61.283,0,1.130251232,1,0,1,26,28.37
1,13,1,4.274975304,58.0377,0,2.564132032,1,0,1,28.37,36.87
1,13,2,3.008624004,58.2642,0,1.931570432,1,0,1,36.87,36.12
1,13,3,2.203881852,59.0196,0,0.955458592,1,0,1,36.12,35.5
1,13,4,1.602150384,54.9455,0,1.081032128,1,0,1,35.5,41.75
1,13,5,1.080797568,54.9434,0,0.978436448,1,0,1,41.75,35.75
1,13,6,0.228529392,58.4151,0,1.02059232,1,0,1,35.75,33.75
1,13,7,-0.459436752,60.1154,2.5385,1.109016832,1,0,1,33.75,33.75
1,13,8,-0.230624004,53.8113,18.717,0.919382464,1,0,1,33.75,39.25
1,13,9,0.945608976,48.5294,231.7843,1.288548096,1,0,1,39.25,28.63
1,13,10,2.987661216,39.9057,474.2264,1.560437824,1,0,1,28.63,20.88
1,13,11,4.848676752,35.6154,586.7115,1.874125792,1,0,1,20.88,20.25
1,13,12,6.072813564,32.283,634.0377,2.26895152,1,0,1,20.25,26.62
1,13,13,7.30716786,30.3148,617.0741,2.566322528,1,0,1,26.62,25.88
1,13,14,8.166231024,30.6471,534.549,2.454339008,1,0,1,25.88,27.12
1,13,15,8.865631416,30.9608,400.1569,2.200152064,1,0,1,27.12,25.25
1,13,16,8.917946712,32.2245,202.551,1.633081824,1,0,1,25.25,27.37
1,13,17,8.427690828,34.7059,23.8431,1.753112064,1,0,1,27.37,27.5
1,13,18,7.288566372,37.1224,0,0.903199616,1,0,1,27.5,29
1,13,19,6.50596488,39.902,0,0.473325952,1,0,1,29,29.87
1,13,20,5.760077436,42.9808,0,0.524422624,1,0,1,29.87,32.13
1,13,21,5.063438376,45.8077,0,0.816697376,1,0,1,32.13,31.75
1,13,22,4.154654568,50.1296,0,0.852684096,1,0,1,31.75,36.12
1,13,23,3.943709916,51.6981,0,0.818172608,1,0,1,36.12,40
1,14,0,3.697362432,53.2453,0,0.60730384,1,0,1,40,32.75
1,14,1,3.243059424,56.4444,0,1.697097952,1,0,1,32.75,31.5
1,14,2,3.001306752,59.6923,0,1.143394208,1,0,1,31.5,32.5
1,14,3,1.4245584,67.06,0,1.0997184,1,0,1,32.5,37
1,14,4,1.604828376,67.0385,0,0.67056,1,0,1,37,36.38
1,14,5,1.520699424,70.1296,0,0.471895424,1,0,1,36.38,31.5
1,14,6,1.318761048,72.8113,0,0.548249856,1,0,1,31.5,30.87
1,14,7,1.53995652,73.283,2.2264,0.750669568,1,0,1,30.87,33
1,14,8,2.505344856,70.463,19.8704,1.001682528,1,0,1,33,38.5
1,14,9,4.930161048,64.2453,237.9434,1.653198624,1,0,1,38.5,21.87
1,14,10,8.636957568,54.283,472.3208,2.724395872,1,0,1,21.87,14.25
1,14,11,10.18005878,48.9057,428.3962,3.652227392,1,0,1,14.25,12.75
1,14,12,11.76299652,44.9245,610.0189,2.985869568,1,0,1,12.75,17.62
1,14,13,13.14780174,40.4717,628.283,2.437619712,1,0,1,17.62,17.13
1,14,14,14.13693086,34.7593,480.6296,2.591177952,1,0,1,17.13,16.75
1,14,15,14.36867162,34.1346,272.8462,2.226616832,1,0,1,16.75,17.25
1,14,16,14.40072419,30.9038,128.6154,3.249623168,1,0,1,17.25,17.25
1,14,17,13.71703061,34.5849,26.6038,1.644749568,1,0,1,17.25,17.38
1,14,18,12.87175744,39.4615,0,0.98862896,1,0,1,17.38,16.38
1,14,19,12.37856243,37.6296,0,1.639161568,1,0,1,16.38,20.75
1,14,20,11.94437214,35.2593,0,1.614306144,1,0,1,20.75,20.12
1,14,21,11.06605744,38.5769,0,2.243783168,1,0,1,20.12,23.87
1,14,22,10.06490513,40.6731,0,1.77094896,1,0,1,23.87,23.62
1,14,23,9.660100524,42.3396,0,2.336409856,1,0,1,23.62,25.5
1,15,0,9.02063826,46.1887,0,1.400173984,1,0,1,25.5,25.62
1,15,1,8.88540522,46.0189,0,1.2483592,1,0,1,25.62,28.25
1,15,2,8.34575094,49.7308,0,2.260994208,1,0,1,28.25,32
1,15,3,7.604380524,53.8679,0,1.98217536,1,0,1,32,24.75
1,15,4,7.695582264,54.2453,0,2.758147392,1,0,1,24.75,30.25
1,15,5,6.841358376,64.9423,0,1.599017376,1,0,1,30.25,31.87
1,15,6,4.393356996,88.3704,0,1.597765664,1,0,1,31.87,31.87
1,15,7,4.2896487,92.6981,0,2.058082752,1,0,1,31.87,33.5
1,15,8,4.428459804,94.2941,0.1961,2.953950912,1,0,1,33.5,39.88
1,15,9,4.54203,95,8.2885,3.662285792,1,0,1,39.88,40
1,15,10,4.888229916,94.1887,12.8868,2.3279608,1,0,1,40,38.13
1,15,11,4.92911652,94.8491,21.8491,2.39546384,1,0,1,38.13,35.87
1,15,12,5.739453564,95.5472,62.4151,2.39546384,1,0,1,35.87,36.87
1,15,13,7.178352,95.04,148.68,1.34112,1,0,1,36.87,35.87
1,15,14,9.094349712,93.9444,290.5556,2.309721568,1,0,1,35.87,22.87
1,15,15,10.04692591,91.6226,118.6981,2.834054784,1,0,1,22.87,23.25
1,15,16,9.962730288,91.463,48.2963,2.24347024,1,0,1,23.25,27.37
